Ticker,Name,1D (%),1M (%),6M (%),YTD (%),1Y (%)
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,0,0,1,1,4
SVCO,"Silvaco Group, Inc. - Common Stock",3,-8,135,135,104
SVIV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares,0,1,0,0,0
SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",1,-20,-99,-99,-99
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",-1,-9,-63,-28,-84
SY,So-Young International Inc. - American Depository Shares,-16,-19,-29,-16,155
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",0,-1,10,10,-2
SYM,Symbotic Inc. - Class A Common Stock,6,-9,-3,-17,76
SYNA,Synaptics Incorporated - Common Stock,9,57,119,90,139
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,0,0,1,2,4
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,0,0,1,1,4
TACO,Berto Acquisition Corp. - Ordinary Shares,0,1,3,3,1
TACT,TransAct Technologies Incorporated - Common Stock,-1,16,-11,0,9
TALK,"Talkspace, Inc. - Common Stock",0,0,57,48,76
TANH,Tantech Holdings Ltd. - Class A Common Shares,-7,24,-61,-58,-80
TAOP,Taoping Inc. - Ordinary Shares,-3,11,-36,-1,-84
TAOX,Tao Synergies Inc. - Common Stock,-4,-8,-37,2,87
TASK,"TaskUs, Inc. - Class A Common Stock",1,-2,-16,-17,-44
TATT,TAT Technologies Ltd. - Ordinary Shares,0,3,-6,-22,19
TAVI,Tavia Acquisition Corp. - Ordinary Shares,0,1,2,2,4
TAYD,"Taylor Devices, Inc. - Common Stock",3,-9,3,-20,37
TBBK,"The Bancorp, Inc. - Common Stock",0,-6,-13,-18,6
TBCH,Turtle Beach Corporation - Common Stock,11,11,-7,-12,10
TBH,"Brag House Holdings, Inc. - Common Stock",15,4,-21,71,22
TBLA,Taboola.com Ltd. - Ordinary Shares,0,28,24,11,41
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,2,6,19,15,31
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",0,-3,-12,-10,76
TC,Token Cat Limited - American Depositary Shares,0,-6,-44,23,-39
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",0,-1,12,8,36
TCBIO,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",0,-4,2,5,11
TCBK,TriCo Bancshares - Common Stock,0,0,10,8,30
TCBS,"Texas Community Bancshares, Inc. - Common Stock",3,-1,6,-7,9
TCMD,"Tactile Systems Technology, Inc. - Common Stock",-3,3,-3,-9,155
TCOM,Trip.com Group Limited - American Depositary Shares,-4,-13,-34,-38,-25
TCPC,BlackRock TCP Capital Corp. - Closed End Fund,0,-10,-29,-30,-44
TCX,Tucows Inc. - Common Stock,0,-9,-31,-32,-24
TDAC,Translational Development Acquisition Corp. - Ordinary Shares,0,0,2,1,4
TDIC,Dreamland Limited - Class A Ordinary Shares,-21,-59,-69,-57,-98
TDTH,Trident Digital Tech Holdings Ltd - American Depository Shares,29,3,-88,-83,-79
TEAD,Teads Holding Co. - Common Stock,-4,38,83,67,-60
TEAM,Atlassian Corporation  - Class A Common Stock,4,23,-42,-45,-60
TECH,Bio-Techne Corp - Common Stock,2,-12,-24,-19,0
TECX,"Tectonic Therapeutic, Inc. - Common Stock",2,1,48,39,35
TELA,"TELA Bio, Inc. - Common stock",-4,11,-22,-22,-40
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",-1,-9,2,-4,-39
TEM,"Tempus AI, Inc. - Class A Common Stock",-1,-12,-39,-26,-30
TENB,"Tenable Holdings, Inc. - Common Stock",1,24,-1,12,-22
TENX,"Tenax Therapeutics, Inc. - Common Stock",-2,-20,35,10,100
TFSL,TFS Financial Corporation - Common Stock,1,7,17,20,30
TGHL,The GrowHub Limited - Class A Ordinary Shares,-6,-6,-40,-8,-91
TGL,Treasure Global Inc. - Common Stock,-5,-15,-69,-45,-86
TGTX,"TG Therapeutics, Inc. - Common Stock",-1,10,21,33,10
TH,Target Hospitality Corp. - Common Stock,-2,25,148,121,143
THCH,TH International Limited - Ordinary shares,3,-5,-22,-21,-26
THFF,First Financial Corporation  - Common Stock,-1,2,21,16,37
THH,TryHard Holdings Limited - Ordinary Shares,34,5,-96,-98,-98
TIGO,Millicom International Cellular S.A. - Common Stock,-1,4,67,58,162
TIL,"Instil Bio, Inc. - Common Stock",1,1,-31,-27,-66
TILE,"Interface, Inc. - Common Stock",-1,3,7,1,41
TIPT,Tiptree Inc. - Common Stock,3,2,-6,-3,-20
TITN,Titan Machinery Inc. - Common Stock,0,-13,14,25,-8
TJGC,TJGC Group Limited - ordinary shares,0,123,115,135,-62
TKLF,"Tokyo Lifestyle Co., Ltd. - American Depositary Shares",-3,-15,-28,-36,-50
TKNO,"Alpha Teknova, Inc. - Common Stock",1,24,-16,0,-34
TLF,"Tandy Leather Factory, Inc. - common stock",0,1,18,15,2
TLIH,Ten-League International Holdings Limited - Ordinary Shares,-2,22,-18,-22,-92
TLN,Talen Energy Corporation - Common Stock,3,1,-2,-6,52
TLNC,Talon Capital Corp. - Class A Ordinary Shares,0,0,1,2,4
TLPH,"Talphera, Inc. - Common Stock",0,11,-44,-29,64
TLS,Telos Corporation - Common Stock,-1,5,-20,-6,83
TLSA,Tiziana Life Sciences Ltd - Common Shares,1,17,-14,-8,3
TLSI,"TriSalus Life Sciences, Inc. - Common Stock",-6,-28,-41,-47,-42
TLX,Telix Pharmaceuticals Limited - American Depositary Shares,-8,-9,3,24,-44
TMC,TMC the metals company Inc. - Common Stock,3,4,1,-20,15
TMCI,"Treace Medical Concepts, Inc. - Common Stock",-2,45,-5,11,-54
TMDX,"TransMedics Group, Inc. - Common Stock",0,-36,-51,-44,-46
TMTS,Spartacus Acquisition Corp. II - Class A Ordinary Shares,0,0,1,1,1
TNDM,"Tandem Diabetes Care, Inc. - Common Stock",-5,-24,-30,-31,-30
TNGX,"Tango Therapeutics, Inc. - Common Stock",-6,-23,96,127,887
TNMG,TNL Mediagene - Ordinary Shares,-1,-32,-89,-74,-95
TNON,"Tenon Medical, Inc. - Common Stock",0,-9,-38,-26,-35
TNXP,Tonix Pharmaceuticals Holding Corp. - Common Stock,-9,-1,-11,-23,-65
TNYA,"Tenaya Therapeutics, Inc. - Common Stock",-2,10,-37,5,70
TOI,"The Oncology Institute, Inc. - Common Stock",3,38,51,25,52
TOMZ,"TOMI Environmental Solutions, Inc. - Common Stock",5,13,0,-1,-3
TONX,TON Strategy Company - Common Stock,6,74,29,63,-39
TOP,TOP Financial Group Limited - Class A Ordinary Shares,7,25,-7,-3,-23
TOYO,"TOYO Co., Ltd - Ordinary Shares",3,31,128,148,348
TPCS,TechPrecision Corporation - Common stock,4,-12,-15,-20,-1
TPG,TPG Inc. - Class A Common Stock,0,-2,-23,-35,-10
TPGXL,TPG Inc. - 6.950% Fixed-Rate Junior Subordinated Notes due 2064,0,-4,-4,-3,6
TPST,"Tempest Therapeutics, Inc. - Common Stock",3,8,-55,-37,-70
TSAT,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,3,15,115,83,230
TSBK,"Timberland Bancorp, Inc. - Common Stock",-1,-1,21,15,33
TSCO,Tractor Supply Company - Common Stock,0,-11,-40,-38,-36
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,2,39,195,133,582
TSHA,"Taysha Gene Therapies, Inc. - Common Stock",-1,-15,24,5,111
TSLA,"Tesla, Inc.  - Common Stock",2,13,2,-3,17
TSSI,"TSS, Inc. - Common Stock",4,-20,49,56,-6
TTAN,"ServiceTitan, Inc. - Class A Common Stock",3,5,-29,-38,-49
TTD,"The Trade Desk, Inc. - Class A Common Stock",5,-3,-43,-41,-71
TTEC,"TTEC Holdings, Inc. - Common Stock",3,-6,-11,-23,-46
TTEK,"Tetra Tech, Inc. - Common Stock",1,-12,-15,-17,-23
TTGT,"TechTarget, Inc. - Common Stock",5,-15,-1,-7,-33
TTMI,"TTM Technologies, Inc. - Common Stock",9,32,192,169,538
TVA,Texas Ventures Acquisition III Corp - Class A Ordinary Share,0,0,-2,-2,5
TVAI,Thayer Ventures Acquisition Corporation II - Class A Ordinary Shares,0,0,2,2,3
TVGN,Tevogen Bio Holdings Inc. - Common Stock,-17,37,-55,-47,-85
TVTX,"Travere Therapeutics, Inc. - Common Stock",-1,9,24,12,190
TXG,"10x Genomics, Inc. - Common Stock",-4,6,18,42,176
TXMD,"TherapeuticsMD, Inc. - Common Stock",0,2,29,28,42
TXN,Texas Instruments Incorporated - Common Stock,4,15,94,76,73
TYGO,"Tigo Energy, Inc. - Common Stock",5,-17,138,175,329
TZOO,Travelzoo - Common Stock,6,2,44,45,-23
VABK,Virginia National Bankshares Corporation - Common Stock,0,3,12,9,18
VACH,Voyager Acquisition Corp - Class A Ordinary Shares,-9,-27,-9,-10,-7
VALN,Valneva SE - American Depositary Shares,1,8,-33,-34,-7
VANI,"Vivani Medical, Inc.  - Common Stock",3,-14,-9,-6,5
VBIO,"Valion Bio, Inc. - Common stock",-3,-39,-50,-40,-79
VBNK,VersaBank - Common Shares,-1,-3,52,18,50
VC,Visteon Corporation - Common Stock,2,0,13,18,33
VCEL,Vericel Corporation - Common Stock,-1,-6,-11,-2,-17
VCIG,VCI Global Limited - Ordinary Share,65,32,-98,-96,-100
VCYT,"Veracyte, Inc. - Common Stock",0,33,-4,6,61
VECO,Veeco Instruments Inc. - Common Stock,3,20,112,95,201
VEEA,Veea Inc. - Common Stock,10,4,28,0,-71
VEEE,Twin Vee PowerCats Co. - Common Stock,8,4,-89,-89,-92
VELO,"Velo3D, Inc. - Common stock",13,61,377,39,232
VEON,VEON Ltd. - American Depositary Shares,-1,9,9,7,4
VFF,"Village Farms International, Inc. - Common Shares",-1,-10,-31,-30,117
VFS,VinFast Auto Ltd. - Ordinary Shares,-1,-15,13,6,-2
VGAS,"Verde Clean Fuels, Inc. - Class A Common Stock",-8,3,-35,-9,-51
VHC,VirnetX Holding Corp - Common Stock,-2,-6,-33,-21,73
VHCP,Vine Hill Capital Investment Corp. II - Class A Ordinary Shares,0,0,0,0,0
VIASP,"Via Renewables, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",1,1,6,3,14
VIAV,Viavi Solutions Inc. - Common Stock,1,10,199,173,436
VINP,Vinci Compass Investments Ltd. - Class A Common Shares,-1,-7,-13,-20,9
VIOT,"Viomi Technology Co., Ltd - American Depositary Shares",-5,-10,-64,-48,-27
VISN,"Vistance Networks, Inc.  - Common Stock",3,29,34,38,305
VITL,"Vital Farms, Inc. - Common Stock",10,-23,-67,-66,-69
VIVK,"Vivakor, Inc. - Common Stock",6,-56,-95,-31,-99
VIVO,VivoPower PLC - Ordinary Shares,-9,37,92,91,-23
VIVS,"VivoSim Labs, Inc. - Common Stock",1,-9,-40,-28,-29
VKTX,"Viking Therapeutics, Inc. - Common Stock",1,-6,-11,-13,14
VLGEA,"Village Super Market, Inc. - Class A Common Stock",-1,10,39,34,25
VLY,Valley National Bancorp - Common Stock,1,0,24,17,58
VLYPN,"Valley National Bancorp - 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series C",0,-2,4,1,11
VLYPO,Valley National Bancorp - 5.5% Fixed to Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,0,0,3,2,8
VLYPP,Valley National Bancorp - 6.25% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,0,0,3,1,8
VMD,"Viemed Healthcare, Inc. - Common Shares",0,-2,41,34,46
VMET,Versamet Royalties Corporation - Common Stock,0,-6,19,19,19
VNCE,Vince Holding Corp. - Common Stock,0,-9,80,0,173
VNDA,Vanda Pharmaceuticals Inc. - Common Stock,0,-9,27,-25,43
VNET,"VNET Group, Inc. - American Depositary Shares",-4,8,7,5,58
VNME,Vendome Acquisition Corporation I - Class A Ordinary Shares,0,0,1,1,2
VNOM,"Viper Energy, Inc.  - Class A Common Stock",0,-1,33,24,23
VOD,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,-1,-4,26,12,49
VS,Versus Systems Inc. - Common Stock,-2,-18,-24,-14,-46
VSA,VisionSys AI Inc. - American Depositary Shares,-1,-70,-97,-87,-99
VSAT,"ViaSat, Inc. - Common Stock",5,27,131,98,706
VSEC,VSE Corporation - Common Stock,-1,-4,-2,-5,33
VSEE,"VSee Health, Inc. - Common Stock",0,-22,-75,-62,-88
VSME,VS Media Holdings Limited - Class A Ordinary Shares,29,6,-67,-45,-93
VSNT,"Versant Media Group, Inc. - Class A Common Stock",1,7,-6,-8,-6
VSTD,Vestand Inc.  - Class A Common Stock,-7,-7,-31,67,-89
VSTM,"Verastem, Inc. - Common Stock",-1,-23,-57,-41,-50
VTGN,"Vistagen Therapeutics, Inc. - Common Stock",2,14,-86,-4,-73
VTIX,Virtuix Holdings Inc. - Class A Common Stock,3,-7,-86,-86,-86
VTSI,"VirTra, Inc. - Common Stock",1,-24,-29,-21,-37
VTVT,vTv Therapeutics Inc. - Class A Common Stock,-3,17,15,-13,114
VVOS,"Vivos Therapeutics, Inc. - Common Stock",4,-29,-72,-76,-73
VYNE,VYNE Therapeutics Inc. - Common Stock,-1,5,84,16,-33
XBIO,"Xenetic Biosciences, Inc. - Common Stock",3,0,23,41,5
XBIT,XBiotech Inc. - Common Stock,-2,-6,7,2,-18
XBP,"XBP Global Holdings, Inc. - Common Stock",3,-8,-59,-62,-74
XCBE,X3 Acquisition Corp. Ltd. - Class A Ordinary Shares,0,0,0,0,0
XCH,XCHG Limited - ADS,-9,-36,-35,-42,-56
XE,"X-Energy, Inc. - Class A Common Stock",-2,-21,-3,-3,-3
XEL,Xcel Energy Inc. - Common Stock,1,2,3,9,20
XELB,"Xcel Brands, Inc - Common Stock",-6,-3,136,101,-16
XELLL,"Xcel Energy Inc. - 6.25% Junior Subordinated Notes, Series due 2085",0,-3,-1,-1,-1
XENE,Xenon Pharmaceuticals Inc. - Common Shares,0,0,29,22,84
XGN,Exagen Inc. - Common Stock,0,55,-44,-29,-37
XHG,XChange TEC.INC - American Depositary Shares,0,-8,2,9,-38
XHLD,"TEN Holdings, Inc. - Common Stock",1,-7,-41,11,-84
XLO,"Xilio Therapeutics, Inc. - Common Stock",-4,1,-22,-12,-33
XMAX,"XMAX, Inc. - Common Stock",-2,14,50,40,588
XNET,Xunlei Limited - American Depositary Shares,0,-14,-22,-25,-8
XOMA,XOMA Royalty Corporation - Common Stock,0,-1,31,49,67
XOMAO,XOMA Royalty Corporation - Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,0,1,4,2,9
XOMAP,XOMA Royalty Corporation - 8.625% Series A Cumulative Perpetual Preferred Stock,0,0,0,-5,8
XOS,"Xos, Inc. - Common Stock",3,25,-9,7,-38
XP,XP Inc. - Class A Common Stock,-6,-14,-4,4,-12
XPEL,"XPEL, Inc. - Common Stock",2,-4,1,-11,23
XPON,Expion360 Inc. - Common Stock,0,-30,-51,-35,-37
XSLL,Xsolla SPAC 1 - Class A Ordinary Shares,0,0,1,1,1
XTIA,"XTI Aerospace, Inc. Common Stock  - Common Stock",7,-9,21,29,-8
XTLB,XTL Biopharmaceuticals Ltd. - American Depositary Shares,1,5,-24,5,-44
XXII,"22nd Century Group, Inc - Common Stock",0,-64,-95,-95,-100
YAAS,Youxin Technology Ltd - Class A Ordinary shares,1,-65,-40,-50,-99
YB,Yuanbao Inc. - American Depositary Shares,-10,-22,-38,-37,-14
YDDL,One and One Green Technologies. INC - Class A Ordinary Shares,-6,-31,-33,-37,-36
YDES,YD Bio Limited - Ordinary Shares,5,-13,-46,-60,-64
YDKG,Yueda Digital Holding - Class A Ordinary Share,4,-13,-41,-25,-99
YHC,LQR House Inc. - Common Stock,-7,1,2,-9,-34
YHGJ,Yunhong Green CTI Ltd. - Common Stock,4,15,-32,-4,-60
YHNA,YHN Acquisition I Limited - Ordinary Shares,0,2,4,4,6
YI,"111, Inc. - American Depositary Shares",4,-17,71,107,-29
YIBO,Planet Image International Limited - Class A Ordinary Shares,-2,-22,-8,0,-38
YJ,Yunji Inc. - American Depository Shares,-1,-10,14,41,8
YMAT,"J-Star Holding Co., Ltd. - Class A Ordinary Shares",-8,81,-42,-1,-89
YMT,Yimutian Inc. - American Depositary Shares; each representing 25 Class A ordinary shares,5,-64,-94,-96,-98
YOOV,Concorde International Group Ltd - Class A Ordinary Shares,-4,-56,-60,-59,-88
YQ,17 Education & Technology Group Inc. - American Depositary Shares,-1,25,-47,-22,35
YSXT,"YSX Tech. Co., Ltd  - Class A Ordinary Shares",2,-8,-53,-18,-83
YXT,YXT.COM GROUP HOLDING LIMITED - American Depository Shares,-3,-25,-12,-48,-54
YYAI,AiRWA Inc. - Common Stock,-1,-65,-70,-69,-99
YYGH,YY Group Holding Limited - Class A Ordinary Shares,-24,-72,-97,-97,-99
Z,"Zillow Group, Inc. - Class C Capital Stock",-1,-20,-49,-45,-46
ZAZZT,Tick Pilot Test Stock Class A Common Stock,,,,,
ZBAO,Zhibao Technology Inc. - Class A Ordinary Shares,23,41,0,11,-7
ZBIO,"Zenas BioPharma, Inc. - Common Stock",-4,2,-50,-45,80
ZBZZT,Test Pilot Test Stock Class B Common Stock,,,,,
ZCMD,Zhongchao Inc. - Class A Ordinary Shares,-4,-32,-68,-63,-84
ZCZZT,Tick Pilot Test Stock Class C ,,,,,
ZD,"Ziff Davis, Inc. - Common Stock",5,-9,33,29,36
ZDAI,"DirectBooking Technology Co., Ltd. - Class A Ordinary Shares",1,-16,-67,-41,-85
ZENA,"ZenaTech, Inc. - Common Stock",10,-36,-54,-56,-48
ZEO,Zeo Energy Corporation - Class A Common Stock,-6,-16,-35,-27,-46
ZG,"Zillow Group, Inc. - Class A Common Stock",-1,-19,-48,-44,-44
ZION,Zions Bancorporation N.A. - Common Stock,1,0,21,6,34
ZIONP,Zions Bancorporation N.A. - Depositary Shares each representing a 1/40th ownership interest in a share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock,0,0,-4,-4,-12
ZJK,"ZJK Industrial Co., Ltd. - Class A Ordinary Shares",-1,-1,-19,22,-39
ZJYL,JIN MEDICAL INTERNATIONAL LTD. - Class A Ordinary Shares,4,4,-54,-47,-85
ZJZZT,NASDAQ TEST STOCK,,0,0,0,0
ZKIN,"ZK International Group Co., Ltd - Ordinary Share",4,-5,-37,0,-37
ZKP,Lafayette Digital Acquisition Corp. I - Class A Ordinary Shares,0,0,0,0,0
ZLAB,Zai Lab Limited - American Depositary Shares,-3,-15,-7,7,-40
ZM,"Zoom Communications, Inc. - Class A Common Stock",9,16,34,27,34
ZNB,Zeta Network Group - Class A Ordinary Shares,1,9,-98,-97,-100
ZNTL,"Zentalis Pharmaceuticals, Inc. - common stock",-2,-4,192,196,238
ZOOZ,ZOOZ Strategy Ltd. - Ordinary Shares,9,-5,-43,-39,-74
ZS,"Zscaler, Inc. - Common Stock",7,36,-35,-17,-29
ZSTK,ZeroStack Corp. - Common Stock,0,-40,-46,-38,-84
ZTEK,Zentek Ltd. - common stock,-10,48,-10,-3,-59
ZTG,Zenta Group Company Limited - Class A Ordinary Shares,3,41,17,47,-19
ZVZZT,NASDAQ TEST STOCK,,0,0,0,0
ZXZZT,NASDAQ TEST STOCK,,0,0,0,0
ZYBT,Zhengye Biotechnology Holding Limited - Class A Ordinary Shares,0,-1,-60,-23,-90
ZYME,Zymeworks Inc. - Common Stock,2,-10,2,-4,128
