Ticker,Name,1D (%),1M (%),6M (%),YTD (%),1Y (%)
DTI,Drilling Tools International Corporation  - Common Stock,0,-8,25,14,6
DTIL,"Precision BioSciences, Inc. - Common Stock",1,3,42,76,48
DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,1,1,5,4,10
DTSS,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,5,-10,-31,23,-62
DTST,Data Storage Corporation - Common Stock,-3,-6,-14,-26,-4
DVLT,Datavault AI Inc. - Common Stock,10,-36,-81,-54,-47
DXCM,"DexCom, Inc. - Common Stock",0,17,16,8,-16
DXLG,"Destination XL Group, Inc. - Common Stock",6,14,-20,-18,-36
DXPE,"DXP Enterprises, Inc. - Common Stock",0,-14,67,34,69
DXST,Decent Holding Inc. - Class A Ordinary Shares,-1,-22,-96,-95,-94
DYAI,"Dyadic International, Inc. - Common Stock",3,-7,-16,-19,-19
DYN,"Dyne Therapeutics, Inc. - Common Stock",0,-4,-20,-6,48
DYNC,Dynamix Corporation - Class A Ordinary Share,0,0,5,5,7
EA,Electronic Arts Inc. - Common Stock,0,-1,0,-2,37
EBAY,eBay Inc. - Common Stock,-1,15,44,33,62
EBC,"Eastern Bankshares, Inc. - Common Stock",0,-1,10,8,36
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",0,2,37,15,35
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,2,-19,-42,-35,-44
ECBK,"ECB Bancorp, Inc. - Common Stock",-1,1,6,6,13
ECPG,Encore Capital Group Inc - Common Stock,-2,-5,62,43,105
ECX,ECARX Holdings Inc. - Class A Ordinary shares,-2,-14,-45,-40,-39
EDAP,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",-1,34,94,26,147
EDBL,Edible Garden AG Incorporated - Common Stock,-9,-53,-98,-96,-99
EDHL,Everbright Digital Holding Limited - Ordinary Shares,4,14,-75,-51,-95
EDIT,"Editas Medicine, Inc. - Common Stock",3,-4,10,35,67
EDSA,"Edesa Biotech, Inc. - Common Shares",-4,-6,501,597,420
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,2,0,-2,11,8
EEFT,"Euronet Worldwide, Inc. - Common Stock",0,-12,-9,-11,-39
EEIQ,EpicQuest Education Group International Limited - Common Stock,-1,-20,-37,-30,-71
EFOI,"Energy Focus, Inc. - Common Stock",2,-11,64,74,95
EFSC,Enterprise Financial Services Corporation - Common Stock,0,2,14,13,16
EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",1,5,10,7,16
EFSI,Eagle Financial Services Inc - Common Stock,-1,4,11,1,26
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",0,0,0,0,208
EGAN,eGain Corporation - Common Stock,2,-8,-35,-32,17
EGBN,"Eagle Bancorp, Inc. - Common Stock",0,0,43,26,49
EGHA,EGH Acquisition Corp. - Class A ordinary shares,0,1,2,2,3
EGHT,8x8 Inc - Common stock,3,22,16,16,33
EH,EHang Holdings Limited - ADS,3,-3,-31,-32,-38
EHGO,Eshallgo Inc. - Class A Ordinary Shares,19,-9,-61,-45,-89
EHLD,Euroholdings Ltd. - Common Stock,-2,-1,18,26,50
EHTH,"eHealth, Inc. - Common Stock",-2,-10,-56,-63,-64
EIKN,"Eikon Therapeutics, Inc. - Common Stock",-2,25,-27,-27,-27
EJH,E-Home Household Service Holdings Limited - Ordinary shares,-4,-9,-93,-93,-99
ELAB,PMGC Holdings Inc. - Common Stock,7,-30,-98,-95,-99
ELBM,Electra Battery Materials Corporation - Common Stock,0,0,-34,-30,-39
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",0,12,142,140,23
ELE,Elemental Royalty Corporation - Common Stock,-1,-7,31,6,57
ELMT,The Elmet Group Co. - Common Stock,0,-9,-18,-18,-18
ELOG,Eastern International Ltd. - Ordinary Shares,4,-10,-56,-26,-71
ELSE,"Electro-Sensors, Inc. - Common Stock",0,0,67,82,90
ELTK,Eltek Ltd. - Ordinary Shares,6,-6,4,-2,-16
ELTX,"Elicio Therapeutics, Inc. - Common Stock",1,-12,15,24,58
ELVA,Electrovaya Inc. - Common Shares,6,17,157,37,248
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",-2,-7,91,167,160
EMAT,Evolution Metals & Technologies Corp. - Common Stock,-4,-13,-58,-58,-58
EMBC,Embecta Corp. - Common Stock,0,-64,-77,-71,-69
EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,0,0,2,2,2
EML,Eastern Company (The) - Common Stock,0,-5,11,8,-7
EMPD,Empery Digital Inc. - Common stock,-2,3,0,7,4
EMPG,Empro Group Inc. - Ordinary shares,0,0,0,0,299
ENGN,enGene Therapeutics Inc. - Common Stock,-5,-77,-78,-81,-59
ENGS,Energys Group Limited - Ordinary Shares,0,29,23,81,-47
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,1,3,145,93,401
ENLV,Enlivex Ltd. - Ordinary Shares,0,-19,-30,-5,-28
ENPH,"Enphase Energy, Inc. - Common Stock",3,82,139,90,59
ENSC,"Ensysce Biosciences, Inc. - Common Stock",-1,-17,-81,-66,-87
ENSG,"The Ensign Group, Inc. - Common Stock",0,-9,-7,-1,17
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",1,5,2,-3,140
ENTG,"Entegris, Inc. - Common Stock",3,-13,83,51,81
ENTX,Entera Bio Ltd. - Ordinary Shares,-2,8,-48,-30,-33
ENVB,"Enveric Biosciences, Inc.  - Common Stock",0,-57,-62,-40,-85
ENVX,Enovix Corporation - Common Stock,6,3,-12,-15,-17
EOLS,"Evolus, Inc. - Common Stock",-6,17,-10,-9,-38
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",-1,13,-39,-38,37
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,-2,-4,-68,-36,-91
EPSN,Epsilon Energy Ltd. - Common Shares,-1,0,34,36,-7
EQ,"Equillium, Inc. - Common Stock",2,11,138,48,465
EQIX,"Equinix, Inc. - Common Stock",0,0,43,43,26
EQPT,EquipmentShare.com Inc - Class A Common Stock,4,-6,-36,-36,-36
ESCA,"Escalade, Incorporated - Common Stock",0,2,47,39,27
ESEA,Euroseas Ltd. - Common Stock,-13,-6,14,22,81
ESLA,"Estrella Immunopharma, Inc. - Common Stock",3,-31,-36,-17,17
ESLT,Elbit Systems Ltd. - Ordinary Shares,1,-6,63,30,100
ESOA,Energy Services of America Corporation - Common Stock,-1,9,103,116,72
ESQ,"Esquire Financial Holdings, Inc. - Common Stock",0,6,11,10,23
ESTA,Establishment Labs Holdings Inc. - Common Shares,1,10,4,5,96
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",-7,39,106,100,63
ETS,Elite Express Holding Inc. - Class A Common Stock,-1,-9,1,7,-84
EVAX,Evaxion A/S - American Depositary Share,0,-2,-24,-13,73
EVCM,EverCommerce Inc. - Common Stock,2,-9,28,-7,7
EVGN,Evogene Ltd. - Ordinary Shares,1,-10,-39,-38,-38
EVGO,EVgo Inc. - Common Stock,0,-12,-36,-39,-53
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",4,-6,1,-7,7
EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,1,-4,0,-5,-29
EVOX,Evolution Global Acquisition Corp - Class A Ordinary Shares,0,0,1,2,1
EVTV,"Envirotech Vehicles, Inc. - Common stock",0,24,101,441,10
EXC,Exelon Corporation - Common Stock,2,-1,1,6,8
EXE,Expand Energy Corporation - Common Stock,0,2,-15,-10,-14
EXEL,"Exelixis, Inc. - Common Stock",1,12,19,15,16
EXFY,"Expensify, Inc. - Class A Common Stock",1,19,-21,-21,-50
EXLS,"ExlService Holdings, Inc. - Common Stock",1,-3,-24,-28,-37
EXOZ,eXoZymes Inc. - Common Stock,6,-6,-36,-10,-29
EXPE,"Expedia Group, Inc. - Common Stock",-2,-12,-14,-24,31
EXPO,"Exponent, Inc. - Common Stock",1,-13,-18,-17,-24
EXYN,"Exyn Technologies, Inc. - Common Stock",0,11,11,11,11
EYE,"National Vision Holdings, Inc. - Common Stock",1,-31,-39,-34,-10
EYPT,"EyePoint, Inc. - Common Stock",1,-5,-10,-26,117
EZGO,EZGO Technologies Ltd. - Ordinary Shares,-7,-99,-100,-99,-100
FA,First Advantage Corporation - Common Stock,3,23,13,8,-11
FABC,"Fabric.AI, Inc. - Common Stock",19,143,106,132,-7
FACT,FACT II Acquisition Corp. - Class A Ordinary Shares,0,1,3,2,4
FAMI,"Farmmi, Inc. - Class A Ordinary Shares",-1,19,-5,13,-14
FANG,"Diamondback Energy, Inc. - Common Stock",0,3,38,33,50
FAST,Fastenal Company - Common Stock,1,-2,12,10,8
FATE,"Fate Therapeutics, Inc. - Common Stock",7,72,108,127,84
FATN,"FatPipe, Inc. - common stock",0,90,39,76,-61
FBGL,FBS Global Limited - Ordinary Shares,11,9,-1,-28,12
FBIO,"Fortress Biotech, Inc. - Common Stock",-1,21,7,-32,50
FBIOP,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",2,15,149,64,146
FBIZ,"First Business Financial Services, Inc. - Common Stock",0,1,13,8,20
FBLA,"FB Bancorp, Inc. - Common Stock",0,0,12,9,24
FBLG,"FibroBiologics, Inc. - Common Stock",0,-27,-80,-78,-94
FBNC,First Bancorp - Common Stock,0,-2,19,16,42
FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",-13,-3,25,16,152
FBYDP,"Falcon's Beyond Global, Inc. - 11% Series B Cumulative Convertible Preferred Stock",,,,,
FCAP,"First Capital, Inc. - Common Stock",1,1,13,-6,14
FCBC,"First Community Bankshares, Inc. - Common Stock",0,-2,36,34,18
FCCO,First Community Corporation - Common Stock,0,1,9,6,31
FCEL,"FuelCell Energy, Inc. - Common Stock",-5,134,317,206,333
FCFS,"FirstCash Holdings, Inc. - Common Stock",1,5,49,46,80
FCHL,Fitness Champs Holdings Limited - Ordinary Shares,-3,-71,-99,-99,-100
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",0,1,8,-8,8
FCNCN,"First Citizens BancShares, Inc. - Depositary Shares, each representing a 1/40th interest in a share of 6.625% Non-Cumulative Perpetual Preferred Stock, Series E",0,0,1,1,1
FCNCO,"First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",0,-2,-2,1,0
FCNCP,"First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",1,-4,-4,2,3
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",1,0,7,7,16
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",-1,-9,-21,17,151
FDSB,"Fifth District Bancorp, Inc. - Common Stock",0,0,13,1,22
FEAM,"5E Advanced Materials, Inc. - Common Stock",-8,17,-51,-45,-57
FEBO,Fenbo Holdings Limited - Class A Ordinary Shares,4,-11,44,-17,-19
FEED,"ENvue Medical, Inc. - Common Stock",9,-23,-76,-59,-91
FEIM,"Frequency Electronics, Inc. - Common Stock",14,36,149,35,233
FELE,"Franklin Electric Co., Inc. - Common Stock",2,-5,7,2,14
FEMY,Femasys Inc. - Common Stock,30,12,-52,-31,-58
FENC,Fennec Pharmaceuticals Inc. - Common Stock,0,45,29,29,22
FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,-10,-12,-73,-70,-74
FFBC,First Financial Bancorp. - Common Stock,0,0,29,24,30
FFIC,Flushing Financial Corporation - Common Stock,-1,-1,5,8,39
FFIN,"First Financial Bankshares, Inc. - Common Stock",0,-1,5,8,-7
FFIV,"F5, Inc. - Common Stock",3,32,67,53,37
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",-1,5,78,64,-2
FGBIP,"First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",0,17,40,37,17
FGI,FGI Industries Ltd. - Ordinary Shares,-5,-22,-4,-6,102
FGII,FG Imperii Acquisition Corp. - Class A Ordinary Shares,0,0,1,1,1
FGL,Founder Group Limited - Class A Ordinary Shares,1,4,-96,-89,-98
FGMC,FG Merger II Corp. - Common stock,0,2,3,3,6
FGNX,FG Nexus Inc. - Common Stock,9,13,-40,-52,-90
FGNXP,FG Nexus Inc. - 8.00% Cumulative Series A Preferred Stock,0,3,37,21,71
FHB,"First Hawaiian, Inc. - Common Stock",0,1,13,9,19
FHTX,Foghorn Therapeutics Inc. - Common Stock,1,-19,-7,-19,4
FIBK,"First Interstate BancSystem, Inc. - Common Stock",1,2,15,3,38
FIEE,"FiEE, Inc - Common Stock",0,-11,167,77,209
FIGX,FIGX Capital Acquisition Corp. - Class A ordinary share,0,0,1,2,3
FIP,FTAI Infrastructure Inc. - Common Stock,0,-18,14,-6,-26
FISI,"Financial Institutions, Inc. - Common Stock",0,2,22,16,42
FISV,"Fiserv, Inc. - Common Stock",2,-7,-6,-13,-64
FITB,Fifth Third Bancorp - Common Stock,1,-2,19,5,34
FITBI,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,0,1,4,2,8
FITBM,"Fifth Third Bancorp - Depositary Shares Representing a 1/40th Ownership Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series M",0,1,2,2,2
FITBO,"Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K",0,-4,-3,-4,-7
FITBP,"Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A",0,-2,-3,-3,3
FIVE,"Five Below, Inc. - Common Stock",0,-6,40,13,89
FIVN,"Five9, Inc. - Common Stock",4,37,19,21,-17
FIZZ,National Beverage Corp. - Common Stock,0,3,6,11,-20
FLD,"Fold Holdings, Inc. - Class A Common Stock",-11,-27,-64,-60,-76
FLEX,Flex Ltd. - Ordinary Shares,1,47,133,108,212
FLGT,"Fulgent Genetics, Inc. - Common Stock",-2,10,-44,-33,-15
FLL,"Full House Resorts, Inc. - Common Stock",-5,10,3,6,-19
FLNA,"Filana Therapeutics, Inc. - Common Stock",2,-16,-55,-37,-38
FLNC,"Fluence Energy, Inc. - Class A Common Stock",6,61,36,-7,345
FLNT,"Fluent, Inc. - Common Stock",-4,-17,51,3,56
FLX,BingEx Limited - American Depositary Shares,1,-25,-24,-30,-8
FLXS,"Flexsteel Industries, Inc. - Common Stock",0,3,50,41,81
FLY,Firefly Aerospace Inc. - Common Stock,15,43,194,108,-18
FLYE,"Fly-E Group, Inc. - Common Stock",10,-6,-52,-77,-96
FMAC,Future Money Acquisition Corporation - Ordinary Shares,0,0,0,0,0
FMAO,"Farmers & Merchants Bancorp, Inc. - Common Stock",-1,0,13,14,17
FMBH,"First Mid Bancshares, Inc. - Common Stock",0,1,18,14,25
FMFC,Kandal M Venture Limited - Class A ordinary Shares,0,1,-25,21,-91
FMNB,Farmers National Banc Corp. - Common Stock,-1,0,9,8,11
FMST,Foremost Clean Energy Ltd. - Common Shares,4,-9,-30,-29,-50
FNKO,"Funko, Inc. - Class A Common Stock",1,21,82,55,28
FNLC,"First Bancorp, Inc (ME) - Common Stock",0,-1,15,11,23
FOFO,"Hang Feng Technology Innovation Co., Ltd. - Ordinary Shares",0,-41,-82,-77,-84
FOSL,"Fossil Group, Inc. - Common Stock",2,-10,66,9,160
FOX,Fox Corporation - Class B Common Stock,-1,0,0,-13,13
FOXA,Fox Corporation - Class A Common Stock,0,0,0,-13,16
FOXF,Fox Factory Holding Corp. - Common Stock,0,-5,15,-7,-35
FOXX,Foxx Development Holdings Inc. - Common Stock,-16,-37,-28,-22,-32
FSBC,Five Star Bancorp - Common Stock,0,3,26,19,52
FSEA,"First Seacoast Bancorp, Inc. - Common Stock",0,36,40,29,47
FSHP,Flag Ship Acquisition Corp. - Ordinary Shares,0,0,3,3,5
FSLY,"Fastly, Inc. - Class A Common Stock",0,-37,40,60,121
FSV,FirstService Corporation - Common Shares,-1,-10,-13,-13,-25
FTAI,FTAI Aviation Ltd. - Common Stock,2,10,56,20,112
FTAIM,FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,0,1,6,2,9
FTAIN,FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,0,0,3,1,7
FTCI,"FTC Solar, Inc. - Common Stock",4,0,-44,-60,29
FTEK,"Fuel Tech, Inc. - Common Stock",2,8,-16,-13,-3
FTFT,Future FinTech Group Inc. - Common Stock,-1,-28,-75,-61,-79
FTHM,Fathom Holdings Inc. - Common Stock,-4,-38,-52,-34,-48
FTLF,"FitLife Brands, Inc. - Common Stock",-3,9,-44,-36,-30
FTNT,"Fortinet, Inc. - Common Stock",3,56,68,72,28
FVAV,Fortress Value Acquisition Corp. V - Class A Ordinary Shares,0,1,1,1,1
FVCB,"FVCBankcorp, Inc. - Common Stock",0,0,27,13,36
FVN,Future Vision II Acquisition Corporation - Ordinary Shares,0,0,3,2,5
FXNC,First National Corporation - Common Stock,0,-2,18,14,37
GABC,"German American Bancorp, Inc. - Common Stock",0,-1,12,13,15
GAIA,"Gaia, Inc. - Class A Common Stock",5,-19,-36,-29,-48
GAIN,Gladstone Investment Corporation - Business Development Company,-3,-3,19,17,18
GAING,Gladstone Investment Corporation - 7.125% Notes due 2031,0,0,2,2,2
GAINI,Gladstone Investment Corporation - 7.875% Notes due 2030,0,1,3,2,8
GAINZ,Gladstone Investment Corporation - 4.875% Notes due 2028,0,0,3,2,8
GALT,Galectin Therapeutics Inc. - Common Stock,-1,5,-55,-38,91
GAMB,Gambling.com Group Limited - Ordinary Shares,-2,-36,-51,-54,-80
GAME,"GameSquare Holdings, Inc. - Common stock",17,-18,-6,5,-43
GANX,"Gain Therapeutics, Inc. - Common Stock",2,-9,-37,-44,1
GASS,"StealthGas, Inc. - common stock",-3,3,45,41,81
GBDC,"Golub Capital BDC, Inc. - Closed End Fund",-1,-4,-1,-2,-5
GBFH,GBank Financial Holdings Inc. - Common Stock,0,2,-9,-10,-30
GBLI,"Global Indemnity Group, LLC - Class A Common Shares",-1,-4,4,-5,-7
GCBC,"Greene County Bancorp, Inc. - Common Stock",0,4,15,16,14
GCL,GCL Global Holdings Ltd - Ordinary Shares,-10,30,-50,-34,-72
GCMG,GCM Grosvenor Inc. - Class A Common Stock,-1,-2,3,-6,-15
GCT,GigaCloud Technology Inc - Class A Ordinary Shares,-1,-16,10,-1,107
GCTK,"GlucoTrack, Inc. - Common Stock",8,-31,-90,-87,-94
GDC,GD Culture Group Limited - Common Stock,-2,-97,-97,-98,-96
GDEV,GDEV Inc. - Ordinary Shares,-3,-8,-24,3,-4
GDHG,Golden Heaven Group Holdings Ltd.  - Class A Ordinary Shares,-2,-2,-62,-7,-94
GDS,GDS Holdings Limited - American Depositary Shares,0,-20,5,-9,29
GDTC,CytoMed Therapeutics Limited - Ordinary Shares,-7,15,-41,-19,-53
GDYN,"Grid Dynamics Holdings, Inc. - Class A Common Stock",1,28,-15,-19,-45
GECC,Great Elm Capital Corp. - Closed End Fund,-2,3,-16,-12,-37
GECCG,Great Elm Capital Corp. - 7.75% Notes Due 2030,1,0,5,3,6
GECCH,Great Elm Capital Corp. - 8.125% Notes Due 2029,0,0,4,2,8
GECCI,Great Elm Capital Corp. - 8.50% NOTES DUE 2029,0,0,4,3,10
GECCO,Great Elm Capital Corp. - 5.875% Notes due 2026,0,0,3,2,6
GEG,"Great Elm Group, Inc.  - Common Stock",-2,5,-16,-15,5
GEGGL,"Great Elm Group, Inc.  - 7.25% Notes due 2027",0,0,3,1,13
GEHC,GE HealthCare Technologies Inc. - Common Stock,0,-9,-18,-22,-9
GELS,Gelteq Limited - Ordinary Shares,-3,-39,-60,-50,-77
GEMI,"Gemini Space Station, Inc. - Class A Common Stock",-2,18,-52,-50,-84
GEN,Gen Digital Inc. - Common Stock,0,31,-4,-4,-10
GENB,"Generate Biomedicines, Inc. - Common Stock",4,17,15,15,15
GENK,"GEN Restaurant Group, Inc. - Class A Common Stock",-7,39,-11,-4,-35
GEOS,Geospace Technologies Corporation - Common Stock,-1,-22,-30,-54,38
GEVO,"Gevo, Inc. - Common Stock",4,-1,-13,-14,55
GFAI,"Guardforce AI Co., Limited - Ordinary Shares",-2,-13,-25,-26,-60
GFS,GlobalFoundries Inc. - Ordinary Share,5,42,147,132,131
GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",-1,3,-4,-16,-25
GH,"Guardant Health, Inc. - Common Stock",1,34,7,17,204
GIBO,GIBO Holdings Limited - Class A Ordinary Shares,0,-3,-40,-38,-100
GIFT,"Giftify, Inc. - Common Stock",0,-24,-19,-20,-50
GIG,GigCapital7 Corp. - Class A Ordinary Share,0,-52,-51,-51,-50
GIGM,GigaMedia Limited - Ordinary Shares,-3,-3,-5,-6,0
GIII,"G-III Apparel Group, LTD. - Common Stock",1,-3,10,5,9
GILD,"Gilead Sciences, Inc. - Common Stock",3,5,9,11,26
GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,2,-9,39,17,171
GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",24,19,44,142,77
GIX,GigCapital9 Corp. - Class A Ordinary Share,0,0,1,1,1
GLAD,Gladstone Capital Corporation - Closed End Fund,-1,4,-3,-5,-22
GLBE,Global-E Online Ltd. - ordinary shares,-1,-7,-22,-21,-6
GLBS,Globus Maritime Limited - Common Stock,1,-8,69,23,97
GLE,Global Engine Group Holding Limited - Class A Ordinary Shares,8,28,0,14,-85
GLIBA,"GCI Liberty, Inc. - Series A GCI Group Common Stock",-3,-31,-32,-30,-23
GLIBK,"GCI Liberty, Inc. - Series C GCI Group Common Stock",-3,-30,-32,-31,-20
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,0,-7,-32,-30,-61
GLND,Greenland Energy Company - Common Stock,3,-50,-66,-66,-66
GLNG,Golar LNG Limited - Common Shares,0,-1,49,39,37
GLOO,"Gloo Holdings, Inc. - Common Stock",-3,-16,-39,1,-30
GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",1,1,15,9,10
GLSI,"Greenwich LifeSciences, Inc. - Common stock",2,15,252,42,177
GLXG,Galaxy Payroll Group Limited - Class A Ordinary Shares,-17,-17,-66,-43,-82
GLXY,Galaxy Digital Inc. - Class A common stock,-3,14,16,16,32
GMAB,Genmab A/S - American Depositary Shares,-1,1,-13,-16,26
GMEX,GMEX ROBOTICS CORPORATION - Class A Ordinary Shares,4,-28,-95,-94,-100
GMHS,Gamehaus Holdings Inc. - Class A Ordinary Shares,7,3,-14,5,-27
GMM,Global Mofy AI Limited  - Class A Ordinary Shares,-72,-80,-82,-78,-91
GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",-7,-30,-89,-76,-92
GNLX,Genelux Corporation - Common Stock,0,14,-43,-36,15
GNPX,"Genprex, Inc. - Common Stock",1,-12,-71,-54,-94
GNSS,Genasys Inc. - Common Stock,4,3,-7,-9,21
GNTA,Genenta Science S.p.A. - American Depositary Shares,-2,-21,-67,-59,-87
GNTX,Gentex Corporation - Common Stock,2,0,8,2,11
GO,Grocery Outlet Holding Corp. - Common Stock,0,0,-22,-21,-43
GOAI,Eva Live Inc. - Common Stock,1,-12,-52,-52,-52
GOCO,"GoHealth, Inc. - Class A Common Stock",-3,-44,-77,-73,-90
GOGO,Gogo Inc. - Common Stock,8,7,-38,-9,-61
GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,-2,1,25,23,-2
GOODN,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,0,2,9,1,7
GOODO,"Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",0,2,7,-1,8
GOOG,Alphabet Inc. - Class C Capital Stock,-1,9,19,20,119
GOOGL,Alphabet Inc. - Class A Common Stock,-1,9,20,22,122
GOSS,"Gossamer Bio, Inc. - Common Stock",4,-40,-93,-93,-81
GOVX,"GeoVax Labs, Inc. - Common Stock",32,228,-62,-30,-87
GP,GreenPower Motor Company Inc. - Common Shares,-1,10,-16,35,-76
GPAC,General Purpose Acquisition Corp. - Class A Ordinary Shares,0,0,1,1,1
GPAT,GP-Act III Acquisition Corp. - Class A Ordinary Share,0,-1,2,1,3
GSAT,"Globalstar, Inc. - Common Stock",0,1,39,30,334
GSBC,"Great Southern Bancorp, Inc. - Common Stock",0,4,22,16,28
GSHD,"Goosehead Insurance, Inc. - Class A Common Stock",-2,-14,-41,-41,-62
GSIT,"GSI Technology, Inc. - Common Stock",4,35,59,44,193
GSM,Ferroglobe PLC - Ordinary Shares,4,-6,11,-6,12
GT,The Goodyear Tire & Rubber Company - Common Stock,0,-18,-28,-34,-48
GTBP,"GT Biopharma, Inc. - Common Stock",2,57,-42,-46,-85
GTEC,Greenland Technologies Holding Corporation - Class A Ordinary Shares,0,-19,-47,-10,-73
GTEN,"Gores Holdings X, Inc. - Class A ordinary shares",0,0,1,0,1
GTIM,Good Times Restaurants Inc. - Common Stock,-2,-1,3,7,-19
GTLB,GitLab Inc. - Class A Common Stock,4,25,-36,-26,-44
GTM,ZoomInfo Technologies Inc. - Common Stock,1,-40,-62,-62,-63
GTX,Garrett Motion Inc. - Common Stock,0,59,107,92,201
GV,Visionary Holdings Inc. - Common Shares,0,64,-74,-73,-84
GVH,Globavend Holdings Limited - Ord Shares,3,23,18,221,-98
GXAI,Gaxos.ai Inc. - Common Stock,-1,-14,-2,2,-14
HACQ,HCM IV Acquisition Corp. - Class A Ordinary Share,0,1,1,1,1
HAFC,Hanmi Financial Corporation - Common Stock,0,-1,13,15,35
HAIN,"The Hain Celestial Group, Inc. - Common Stock",7,-16,-28,-26,-61
HALO,"Halozyme Therapeutics, Inc. - Common Stock",0,6,-8,-3,26
HAO,Haoxi Health Technology Limited - Class A Ord Share,-13,-99,-99,-99,-99
HAS,"Hasbro, Inc. - Common Stock",-2,-7,12,7,34
HAVA,Harvard Ave Acquisition Corporation - Class A Ordinary Share,0,0,2,2,2
HBAN,Huntington Bancshares Incorporated - Common Stock,0,-4,2,-8,5
HBANL,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock",0,-2,1,1,7
HBANM,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,0,1,2,2,6
HBANP,Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,0,-3,-1,-3,1
HBANZ,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock",0,-1,-2,-2,-2
HBCP,"Home Bancorp, Inc. - Common Stock",0,4,20,14,31
HBIO,"Harvard Bioscience, Inc. - Common Stock",1,-18,-13,-14,51
HBNB,Hotel101 Global Holdings Corp. - Class A Ordinary Shares,2,-7,-22,-17,-44
HBNC,"Horizon Bancorp, Inc. - Common Stock",0,2,14,12,27
HBT,"HBT Financial, Inc. - Common Stock",0,3,21,12,21
HCAC,Hall Chadwick Acquisition Corp. - Class A Ordinary Shares,0,1,1,1,1
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd. - Class A Ordinary Shares",-6,51,-17,11,-97
HCAT,"Health Catalyst, Inc - Common stock",0,-6,-49,-43,-66
HCHL,Happy City Holdings Limited - Class A Ordinary shares,1,108,-2,-14,-31
